no_id,office_id,member_id,managed_entity_id,electric_date,electric_usage
3347,OFF001,user047,ME001,2023-06-09,1.433370924
3348,OFF001,user048,ME001,2023-06-09,1.934748788
3349,OFF001,user049,ME001,2023-06-09,1.844503919
3350,OFF001,user050,ME001,2023-06-09,1.118558578
3351,OFF001,user051,ME001,2023-06-09,1.783466684
3352,OFF001,user052,ME001,2023-06-09,1.411563751
3353,OFF001,user053,ME001,2023-06-09,1.443999075
3354,OFF001,user054,ME001,2023-06-09,1.567644357
3355,OFF001,user055,ME001,2023-06-09,1.168845158
3356,OFF001,user056,ME001,2023-06-09,1.124187167
3357,OFF001,user057,ME001,2023-06-09,1.900808672
3358,OFF001,user058,ME001,2023-06-09,1.848261694
3359,OFF001,user059,ME001,2023-06-09,1.038399998
3360,OFF001,user060,ME001,2023-06-09,1.16443477
3361,OFF001,user061,ME001,2023-06-09,1.996389853
3362,OFF001,user062,ME001,2023-06-09,1.979050847
3363,OFF001,user063,ME001,2023-06-09,1.515990532
3364,OFF001,user064,ME001,2023-06-09,1.714817195
3365,OFF001,user065,ME001,2023-06-09,1.965995093
3366,OFF001,user066,ME001,2023-06-09,1.919075311
3367,OFF001,user067,ME001,2023-06-09,1.095970115
3368,OFF001,user068,ME001,2023-06-09,1.821380783
3369,OFF001,user069,ME001,2023-06-09,1.112410292
3370,OFF001,user070,ME001,2023-06-09,1.655897365
3371,OFF001,user071,ME001,2023-06-09,1.14012612
3372,OFF001,user072,ME001,2023-06-09,1.794676012
3373,OFF001,user073,ME001,2023-06-09,1.583720431
3374,OFF001,user074,ME001,2023-06-09,1.268553789
3375,OFF001,user075,ME001,2023-06-09,1.541100532
3376,OFF001,user076,ME001,2023-06-09,1.427708382
3377,OFF001,user077,ME001,2023-06-09,1.43493231
3378,OFF001,user078,ME001,2023-06-09,1.739694567
3379,OFF001,user079,ME001,2023-06-09,1.609829259
3380,OFF001,user080,ME001,2023-06-09,1.933388678
3381,OFF001,user081,ME001,2023-06-09,1.718739355
3382,OFF001,user082,ME001,2023-06-09,1.317963357
3383,OFF001,user083,ME001,2023-06-09,1.903723437
3384,OFF001,user084,ME001,2023-06-09,1.738214211
3385,OFF001,user085,ME001,2023-06-09,1.235757653
3386,OFF001,user086,ME001,2023-06-09,1.464965838
3387,OFF001,user087,ME001,2023-06-09,1.499677265
3388,OFF001,user088,ME001,2023-06-09,1.659950508
3389,OFF001,user089,ME001,2023-06-09,1.701123553
3390,OFF001,user090,ME001,2023-06-09,1.28035308
3391,OFF001,user091,ME001,2023-06-09,1.421558144
3392,OFF001,user092,ME001,2023-06-09,1.783310521
3393,OFF001,user093,ME001,2023-06-09,1.740667007
3394,OFF001,user094,ME001,2023-06-09,1.102428906
3395,OFF001,user095,ME001,2023-06-09,1.975545192
3396,OFF001,user096,ME001,2023-06-09,1.275583997
3397,OFF001,user097,ME001,2023-06-09,1.271407959
3398,OFF001,user098,ME001,2023-06-09,1.712457039
3399,OFF001,user099,ME001,2023-06-09,1.10625693
3400,OFF001,user100,ME001,2023-06-09,1.118385039
3401,OFF001,user001,ME001,2023-06-09,1.696011481
3402,OFF001,user002,ME001,2023-06-09,1.192955747
3403,OFF001,user003,ME001,2023-06-09,1.883234541
3404,OFF001,user004,ME001,2023-06-09,1.489312817
3405,OFF001,user005,ME001,2023-06-09,1.420251934
3406,OFF001,user006,ME001,2023-06-09,1.446961483
3407,OFF001,user007,ME001,2023-06-09,1.483459524
3408,OFF001,user008,ME001,2023-06-09,1.693585412
3409,OFF001,user009,ME001,2023-06-09,1.404320003
3410,OFF001,user010,ME001,2023-06-09,1.003226197
3411,OFF001,user011,ME001,2023-06-09,1.195855702
3412,OFF001,user012,ME001,2023-06-09,1.819058784
3413,OFF001,user013,ME001,2023-06-09,1.58773346
3414,OFF001,user014,ME001,2023-06-09,1.891333704
3415,OFF001,user015,ME001,2023-06-09,1.187485651
3416,OFF001,user016,ME001,2023-06-09,1.850061652
3417,OFF001,user017,ME001,2023-06-09,1.215437452
3418,OFF001,user018,ME001,2023-06-09,1.228260222
3419,OFF001,user019,ME001,2023-06-09,1.386351492
3420,OFF001,user020,ME001,2023-06-09,1.426963222
3421,OFF001,user021,ME001,2023-06-09,1.835836541
3422,OFF001,user022,ME001,2023-06-09,1.387621798
3423,OFF001,user023,ME001,2023-06-09,1.080259448
3424,OFF001,user024,ME001,2023-06-09,1.369786347
3425,OFF001,user025,ME001,2023-06-09,1.747778115
3426,OFF001,user026,ME001,2023-06-09,1.209712219
3427,OFF001,user027,ME001,2023-06-09,1.573220044
3428,OFF001,user028,ME001,2023-06-09,1.848076558
3429,OFF001,user029,ME001,2023-06-09,1.701816518
3430,OFF001,user030,ME001,2023-06-09,1.71967715
3431,OFF001,user031,ME001,2023-06-09,1.151667654
3432,OFF001,user032,ME001,2023-06-09,1.936150392
3433,OFF001,user033,ME001,2023-06-09,1.647252044
3434,OFF001,user034,ME001,2023-06-09,1.990397033
3435,OFF001,user035,ME001,2023-06-09,1.437451702
3436,OFF001,user036,ME001,2023-06-09,1.923876569
3437,OFF001,user037,ME001,2023-06-09,1.543565936
3438,OFF001,user038,ME001,2023-06-09,1.439736928
3439,OFF001,user039,ME001,2023-06-09,1.917380075
3440,OFF001,user040,ME001,2023-06-09,1.364357614
3441,OFF001,user041,ME001,2023-06-09,1.162002516
3442,OFF001,user042,ME001,2023-06-09,1.96951183
3443,OFF001,user043,ME001,2023-06-09,1.132844327
3444,OFF001,user044,ME001,2023-06-09,1.9180047
3445,OFF001,user045,ME001,2023-06-09,1.2033526
3446,OFF001,user046,ME001,2023-06-09,1.01224272
3447,OFF001,user047,ME001,2023-06-09,1.354555912
3448,OFF001,user048,ME001,2023-06-09,1.052789782
3449,OFF001,user049,ME001,2023-06-09,1.360913674
3450,OFF001,user050,ME001,2023-06-09,1.051335342
3451,OFF001,user051,ME001,2023-06-09,1.827447083
3452,OFF001,user052,ME001,2023-06-09,1.357687746
3453,OFF001,user053,ME001,2023-06-09,1.851401395
3454,OFF001,user054,ME001,2023-06-09,1.201853591
3455,OFF001,user055,ME001,2023-06-09,1.191901768
3456,OFF001,user056,ME001,2023-06-09,1.487993735
3457,OFF001,user057,ME001,2023-06-09,1.155526638
3458,OFF001,user058,ME001,2023-06-09,1.563553528
3459,OFF001,user059,ME001,2023-06-09,1.64437233
3460,OFF001,user060,ME001,2023-06-09,1.905199333
3461,OFF001,user061,ME001,2023-06-09,1.620539118
3462,OFF001,user062,ME001,2023-06-09,1.21422477
3463,OFF001,user063,ME001,2023-06-09,1.724008177
3464,OFF001,user064,ME001,2023-06-09,1.053429981
3465,OFF001,user065,ME001,2023-06-09,1.237034593
3466,OFF001,user066,ME001,2023-06-09,1.980605844
3467,OFF001,user067,ME001,2023-06-09,1.891525064
3468,OFF001,user068,ME001,2023-06-09,1.716534634
3469,OFF001,user069,ME001,2023-06-09,1.299851665
3470,OFF001,user070,ME001,2023-06-09,1.47154053
3471,OFF001,user071,ME001,2023-06-09,1.304384115
3472,OFF001,user072,ME001,2023-06-09,1.247103133
3473,OFF001,user073,ME001,2023-06-09,1.890293173
3474,OFF001,user074,ME001,2023-06-09,1.870013224
3475,OFF001,user075,ME001,2023-06-09,1.716594941
3476,OFF001,user076,ME001,2023-06-09,1.482711128
3477,OFF001,user077,ME001,2023-06-09,1.131968283
3478,OFF001,user078,ME001,2023-06-09,1.363606977
3479,OFF001,user079,ME001,2023-06-09,1.229274364
3480,OFF001,user080,ME001,2023-06-09,1.841667329
3481,OFF001,user081,ME001,2023-06-09,1.958906723
3482,OFF001,user082,ME001,2023-06-09,1.6091212
3483,OFF001,user083,ME001,2023-06-09,1.894188685
3484,OFF001,user084,ME001,2023-06-09,1.60314067
3485,OFF001,user085,ME001,2023-06-09,1.318501887
3486,OFF001,user086,ME001,2023-06-09,1.000734667
3487,OFF001,user087,ME001,2023-06-09,1.401211696
3488,OFF001,user088,ME001,2023-06-09,1.107555155
3489,OFF001,user089,ME001,2023-06-09,1.780826244
3490,OFF001,user090,ME001,2023-06-09,1.457055465
3491,OFF001,user091,ME001,2023-06-09,1.421654953
3492,OFF001,user092,ME001,2023-06-09,1.953231964
3493,OFF001,user093,ME001,2023-06-09,1.225958798
3494,OFF001,user094,ME001,2023-06-09,1.62130532
3495,OFF001,user095,ME001,2023-06-09,1.699274653
3496,OFF001,user096,ME001,2023-06-09,1.271917216
3497,OFF001,user097,ME001,2023-06-09,1.673924409
3498,OFF001,user098,ME001,2023-06-09,1.657141067
3499,OFF001,user099,ME001,2023-06-09,1.184549914
3500,OFF001,user100,ME001,2023-06-09,1.51572276
3501,OFF001,user001,ME001,2023-06-09,1.511509099
3502,OFF001,user002,ME001,2023-06-09,1.772181624
3503,OFF001,user003,ME001,2023-06-09,1.787452708
3504,OFF001,user004,ME001,2023-06-09,1.907222393
3505,OFF001,user005,ME001,2023-06-09,1.126715175
3506,OFF001,user006,ME001,2023-06-09,1.671703255
3507,OFF001,user007,ME001,2023-06-09,1.438936381
3508,OFF001,user008,ME001,2023-06-09,1.902341818
3509,OFF001,user009,ME001,2023-06-09,1.438046359
3510,OFF001,user010,ME001,2023-06-09,1.146890538
3511,OFF001,user011,ME001,2023-06-09,1.838072949
3512,OFF001,user012,ME001,2023-06-09,1.101590113
3513,OFF001,user013,ME001,2023-06-09,1.016911503
3514,OFF001,user014,ME001,2023-06-09,1.487111813
3515,OFF001,user015,ME001,2023-06-09,1.857256483
3516,OFF001,user016,ME001,2023-06-09,1.919434359
3517,OFF001,user017,ME001,2023-06-09,1.198064208
3518,OFF001,user018,ME001,2023-06-09,1.432587777
3519,OFF001,user019,ME001,2023-06-09,1.911675767
3520,OFF001,user020,ME001,2023-06-09,1.337390804
3521,OFF001,user021,ME001,2023-06-09,1.225386506
3522,OFF001,user022,ME001,2023-06-09,1.850603318
3523,OFF001,user023,ME001,2023-06-09,1.944651501
3524,OFF001,user024,ME001,2023-06-09,1.942666163
3525,OFF001,user025,ME001,2023-06-09,1.167136945
3526,OFF001,user026,ME001,2023-06-09,1.172264283
3527,OFF001,user027,ME001,2023-06-09,1.759081403
3528,OFF001,user028,ME001,2023-06-09,1.32823932
3529,OFF001,user029,ME001,2023-06-09,1.053054251
3530,OFF001,user030,ME001,2023-06-09,1.20448691
3531,OFF001,user031,ME001,2023-06-09,1.331103679
3532,OFF001,user032,ME001,2023-06-09,1.657349848
3533,OFF001,user033,ME001,2023-06-09,1.656403271
3534,OFF001,user034,ME001,2023-06-09,1.67517367
3535,OFF001,user035,ME001,2023-06-09,1.862027572
3536,OFF001,user036,ME001,2023-06-09,1.960236296
3537,OFF001,user037,ME001,2023-06-09,1.830084258
3538,OFF001,user038,ME001,2023-06-09,1.202706336
3539,OFF001,user039,ME001,2023-06-09,1.063728839
3540,OFF001,user040,ME001,2023-06-09,1.334197309
3541,OFF001,user041,ME001,2023-06-09,1.241008613
3542,OFF001,user042,ME001,2023-06-09,1.967812217
3543,OFF001,user043,ME001,2023-06-09,1.307312046
3544,OFF001,user044,ME001,2023-06-09,1.554645801
3545,OFF001,user045,ME001,2023-06-09,1.528887905
3546,OFF001,user046,ME001,2023-06-09,1.72118055
3547,OFF001,user047,ME001,2023-06-09,1.997135472
3548,OFF001,user048,ME001,2023-06-09,1.538960625
3549,OFF001,user049,ME001,2023-06-09,1.940286132
3550,OFF001,user050,ME001,2023-06-09,1.934159427
3551,OFF001,user051,ME001,2023-06-09,1.974591362
3552,OFF001,user052,ME001,2023-06-09,1.286195197
3553,OFF001,user053,ME001,2023-06-09,1.477993338
3554,OFF001,user054,ME001,2023-06-09,1.077122971
3555,OFF001,user055,ME001,2023-06-09,1.753733499
3556,OFF001,user056,ME001,2023-06-09,1.104162733
3557,OFF001,user057,ME001,2023-06-09,1.786591411
3558,OFF001,user058,ME001,2023-06-09,1.687496627
3559,OFF001,user059,ME001,2023-06-09,1.36357396
3560,OFF001,user060,ME001,2023-06-09,1.591876428
3561,OFF001,user061,ME001,2023-06-09,1.629547229
3562,OFF001,user062,ME001,2023-06-09,1.736044734
3563,OFF001,user063,ME001,2023-06-09,1.16281581
3564,OFF001,user064,ME001,2023-06-09,1.486615984
3565,OFF001,user065,ME001,2023-06-09,1.742458745
3566,OFF001,user066,ME001,2023-06-09,1.277065673
3567,OFF001,user067,ME001,2023-06-09,1.310484179
3568,OFF001,user068,ME001,2023-06-09,1.803245669
3569,OFF001,user069,ME001,2023-06-09,1.159348508
3570,OFF001,user070,ME001,2023-06-09,1.929555005
3571,OFF001,user071,ME001,2023-06-09,1.641176614
3572,OFF001,user072,ME001,2023-06-09,1.675256176
3573,OFF001,user073,ME001,2023-06-09,1.68743142
3574,OFF001,user074,ME001,2023-06-09,1.889238139
3575,OFF001,user075,ME001,2023-06-09,1.410873969
3576,OFF001,user076,ME001,2023-06-09,1.733930237
3577,OFF001,user077,ME001,2023-06-09,1.265949237
3578,OFF001,user078,ME001,2023-06-09,1.385879195
3579,OFF001,user079,ME001,2023-06-09,1.825895284
3580,OFF001,user080,ME001,2023-06-09,1.735446404
3581,OFF001,user081,ME001,2023-06-09,1.777513669
3582,OFF001,user082,ME001,2023-06-09,1.510527745
3583,OFF001,user083,ME001,2023-06-09,1.515364573
3584,OFF001,user084,ME001,2023-06-09,1.469577134
3585,OFF001,user085,ME001,2023-06-09,1.255594992
3586,OFF001,user086,ME001,2023-06-09,1.175741386
3587,OFF001,user087,ME001,2023-06-09,1.176689946
3588,OFF001,user088,ME001,2023-06-09,1.311108634
3589,OFF001,user089,ME001,2023-06-09,1.720565053
3590,OFF001,user090,ME001,2023-06-09,1.647476741
3591,OFF001,user091,ME001,2023-06-09,1.596498945
3592,OFF001,user092,ME001,2023-06-09,1.85750701
3593,OFF001,user093,ME001,2023-06-09,1.486978256
3594,OFF001,user094,ME001,2023-06-09,1.441744704
3595,OFF001,user095,ME001,2023-06-09,1.602058405
3596,OFF001,user096,ME001,2023-06-09,1.971859633
3597,OFF001,user097,ME001,2023-06-09,1.739356728
3598,OFF001,user098,ME001,2023-06-09,1.121445427
3599,OFF001,user099,ME001,2023-06-09,1.298978355
3600,OFF001,user100,ME001,2023-06-09,1.067554219
3601,OFF001,user001,ME001,2023-06-10,1.359438124
3602,OFF001,user002,ME001,2023-06-10,1.869552038
3603,OFF001,user003,ME001,2023-06-10,1.106178174
3604,OFF001,user004,ME001,2023-06-10,1.410074979
3605,OFF001,user005,ME001,2023-06-10,1.573894866
3606,OFF001,user006,ME001,2023-06-10,1.800594444
3607,OFF001,user007,ME001,2023-06-10,1.483390614
3608,OFF001,user008,ME001,2023-06-10,1.233081058
3609,OFF001,user009,ME001,2023-06-10,1.588639014
3610,OFF001,user010,ME001,2023-06-10,1.897924253
3611,OFF001,user011,ME001,2023-06-10,1.777752066
3612,OFF001,user012,ME001,2023-06-10,1.151041646
3613,OFF001,user013,ME001,2023-06-10,1.144573397
3614,OFF001,user014,ME001,2023-06-10,1.82244889
3615,OFF001,user015,ME001,2023-06-10,1.35479392
3616,OFF001,user016,ME001,2023-06-10,1.02879155
3617,OFF001,user017,ME001,2023-06-10,1.534600319
3618,OFF001,user018,ME001,2023-06-10,1.44424129
3619,OFF001,user019,ME001,2023-06-10,1.384297366
3620,OFF001,user020,ME001,2023-06-10,1.788108145
3621,OFF001,user021,ME001,2023-06-10,1.67856653
3622,OFF001,user022,ME001,2023-06-10,1.725861015
3623,OFF001,user023,ME001,2023-06-10,1.460605455
3624,OFF001,user024,ME001,2023-06-10,1.393303018
3625,OFF001,user025,ME001,2023-06-10,1.751520564
3626,OFF001,user026,ME001,2023-06-10,1.400400735
3627,OFF001,user027,ME001,2023-06-10,1.208239889
3628,OFF001,user028,ME001,2023-06-10,1.824413849
3629,OFF001,user029,ME001,2023-06-10,1.857858775
3630,OFF001,user030,ME001,2023-06-10,1.699820566
3631,OFF001,user031,ME001,2023-06-10,1.970087753
3632,OFF001,user032,ME001,2023-06-10,1.506991661
3633,OFF001,user033,ME001,2023-06-10,1.488668841
3634,OFF001,user034,ME001,2023-06-10,1.176549063
3635,OFF001,user035,ME001,2023-06-10,1.655477681
3636,OFF001,user036,ME001,2023-06-10,1.061339439
3637,OFF001,user037,ME001,2023-06-10,1.285265459
3638,OFF001,user038,ME001,2023-06-10,1.601388928
3639,OFF001,user039,ME001,2023-06-10,1.449852133
3640,OFF001,user040,ME001,2023-06-10,1.741212991
3641,OFF001,user041,ME001,2023-06-10,1.312850108
3642,OFF001,user042,ME001,2023-06-10,1.841472792
3643,OFF001,user043,ME001,2023-06-10,1.637953299
3644,OFF001,user044,ME001,2023-06-10,1.386836522
3645,OFF001,user045,ME001,2023-06-10,1.827093615
3646,OFF001,user046,ME001,2023-06-10,1.945642869
3647,OFF001,user047,ME001,2023-06-10,1.937248258
3648,OFF001,user048,ME001,2023-06-10,1.989769193
3649,OFF001,user049,ME001,2023-06-10,1.059384169
3650,OFF001,user050,ME001,2023-06-10,1.235728133
3651,OFF001,user051,ME001,2023-06-10,1.844484243
3652,OFF001,user052,ME001,2023-06-10,1.408104501
3653,OFF001,user053,ME001,2023-06-10,1.773579123
3654,OFF001,user054,ME001,2023-06-10,1.779429709
3655,OFF001,user055,ME001,2023-06-10,1.535829542
3656,OFF001,user056,ME001,2023-06-10,1.549049245
3657,OFF001,user057,ME001,2023-06-10,1.461633573
3658,OFF001,user058,ME001,2023-06-10,1.148546025
3659,OFF001,user059,ME001,2023-06-10,1.757626467
3660,OFF001,user060,ME001,2023-06-10,1.216099482
3661,OFF001,user061,ME001,2023-06-10,1.808432874
3662,OFF001,user062,ME001,2023-06-10,1.342560341
3663,OFF001,user063,ME001,2023-06-10,1.237999048
3664,OFF001,user064,ME001,2023-06-10,1.373052198
3665,OFF001,user065,ME001,2023-06-10,1.787062472
3666,OFF001,user066,ME001,2023-06-10,1.293741598
3667,OFF001,user067,ME001,2023-06-10,1.533492216
3668,OFF001,user068,ME001,2023-06-10,1.576816046
3669,OFF001,user069,ME001,2023-06-10,1.387412856
3670,OFF001,user070,ME001,2023-06-10,1.243757956
3671,OFF001,user071,ME001,2023-06-10,1.551460381
3672,OFF001,user072,ME001,2023-06-10,1.836737393
3673,OFF001,user073,ME001,2023-06-10,1.16940494
3674,OFF001,user074,ME001,2023-06-10,1.192983029
3675,OFF001,user075,ME001,2023-06-10,1.834311672
3676,OFF001,user076,ME001,2023-06-10,1.682989718
3677,OFF001,user077,ME001,2023-06-10,1.37550681
3678,OFF001,user078,ME001,2023-06-10,1.88385808
3679,OFF001,user079,ME001,2023-06-10,1.509530984
3680,OFF001,user080,ME001,2023-06-10,1.956039625
3681,OFF001,user081,ME001,2023-06-10,1.666059064
3682,OFF001,user082,ME001,2023-06-10,1.82688738
3683,OFF001,user083,ME001,2023-06-10,1.688176685
3684,OFF001,user084,ME001,2023-06-10,1.231576835
3685,OFF001,user085,ME001,2023-06-10,1.600672918
3686,OFF001,user086,ME001,2023-06-10,1.361532195
3687,OFF001,user087,ME001,2023-06-10,1.620064086
3688,OFF001,user088,ME001,2023-06-10,1.993021365
3689,OFF001,user089,ME001,2023-06-10,1.616583901
3690,OFF001,user090,ME001,2023-06-10,1.52648749
3691,OFF001,user091,ME001,2023-06-10,1.561237132
3692,OFF001,user092,ME001,2023-06-10,1.540840468
3693,OFF001,user093,ME001,2023-06-10,1.974039643
3694,OFF001,user094,ME001,2023-06-10,1.881284311
3695,OFF001,user095,ME001,2023-06-10,1.108681328
3696,OFF001,user096,ME001,2023-06-10,1.431253062
3697,OFF001,user097,ME001,2023-06-10,1.268757566
3698,OFF001,user098,ME001,2023-06-10,1.034941562
3699,OFF001,user099,ME001,2023-06-10,1.366981751
3700,OFF001,user100,ME001,2023-06-10,1.463758091
3701,OFF001,user001,ME001,2023-06-10,1.587901329
3702,OFF001,user002,ME001,2023-06-10,1.674433938
3703,OFF001,user003,ME001,2023-06-10,1.909961018
3704,OFF001,user004,ME001,2023-06-10,1.463575066
3705,OFF001,user005,ME001,2023-06-10,1.222549783
3706,OFF001,user006,ME001,2023-06-10,1.15435061
3707,OFF001,user007,ME001,2023-06-10,1.596540686
3708,OFF001,user008,ME001,2023-06-10,1.489393834
3709,OFF001,user009,ME001,2023-06-10,1.850066417
3710,OFF001,user010,ME001,2023-06-10,1.26274707
3711,OFF001,user011,ME001,2023-06-10,1.133789443
3712,OFF001,user012,ME001,2023-06-10,1.522986034
3713,OFF001,user013,ME001,2023-06-10,1.349925005
3714,OFF001,user014,ME001,2023-06-10,1.364008342
3715,OFF001,user015,ME001,2023-06-10,1.327424583
3716,OFF001,user016,ME001,2023-06-10,1.88697829
3717,OFF001,user017,ME001,2023-06-10,1.672286138
3718,OFF001,user018,ME001,2023-06-10,1.295172273
3719,OFF001,user019,ME001,2023-06-10,1.83446914
3720,OFF001,user020,ME001,2023-06-10,1.558142253
3721,OFF001,user021,ME001,2023-06-10,1.061968702
3722,OFF001,user022,ME001,2023-06-10,1.31560376
3723,OFF001,user023,ME001,2023-06-10,1.71667435
3724,OFF001,user024,ME001,2023-06-10,1.109215576
3725,OFF001,user025,ME001,2023-06-10,1.818971035
3726,OFF001,user026,ME001,2023-06-10,1.492708201
3727,OFF001,user027,ME001,2023-06-10,1.983085368
3728,OFF001,user028,ME001,2023-06-10,1.536365402
3729,OFF001,user029,ME001,2023-06-10,1.49949956
3730,OFF001,user030,ME001,2023-06-10,1.917396809
3731,OFF001,user031,ME001,2023-06-10,1.486366592
3732,OFF001,user032,ME001,2023-06-10,1.545856663
3733,OFF001,user033,ME001,2023-06-10,1.386233793
3734,OFF001,user034,ME001,2023-06-10,1.532089599
3735,OFF001,user035,ME001,2023-06-10,1.058587178
3736,OFF001,user036,ME001,2023-06-10,1.606815351
3737,OFF001,user037,ME001,2023-06-10,1.946465847
3738,OFF001,user038,ME001,2023-06-10,1.059418261
3739,OFF001,user039,ME001,2023-06-10,1.827896436
3740,OFF001,user040,ME001,2023-06-10,1.614054616
3741,OFF001,user041,ME001,2023-06-10,1.405120955
3742,OFF001,user042,ME001,2023-06-10,1.801114606
3743,OFF001,user043,ME001,2023-06-10,1.278652697
3744,OFF001,user044,ME001,2023-06-10,1.024612316
3745,OFF001,user045,ME001,2023-06-10,1.283074938
3746,OFF001,user046,ME001,2023-06-10,1.717575978
3747,OFF001,user047,ME001,2023-06-10,1.010288707
3748,OFF001,user048,ME001,2023-06-10,1.892628707
3749,OFF001,user049,ME001,2023-06-10,1.43808623
3750,OFF001,user050,ME001,2023-06-10,1.724378224
3751,OFF001,user051,ME001,2023-06-10,1.874952147
3752,OFF001,user052,ME001,2023-06-10,1.457245682
3753,OFF001,user053,ME001,2023-06-10,1.443269631
3754,OFF001,user054,ME001,2023-06-10,1.116192042
3755,OFF001,user055,ME001,2023-06-10,1.163526831
3756,OFF001,user056,ME001,2023-06-10,1.279576984
3757,OFF001,user057,ME001,2023-06-10,1.064210531
3758,OFF001,user058,ME001,2023-06-10,1.586243777
3759,OFF001,user059,ME001,2023-06-10,1.217998748
3760,OFF001,user060,ME001,2023-06-10,1.662466384
3761,OFF001,user061,ME001,2023-06-10,1.634183851
3762,OFF001,user062,ME001,2023-06-10,1.2070966
3763,OFF001,user063,ME001,2023-06-10,1.034424596
3764,OFF001,user064,ME001,2023-06-10,1.892111542
3765,OFF001,user065,ME001,2023-06-10,1.362312598
3766,OFF001,user066,ME001,2023-06-10,1.567772455
3767,OFF001,user067,ME001,2023-06-10,1.958819554
3768,OFF001,user068,ME001,2023-06-10,1.274452396
3769,OFF001,user069,ME001,2023-06-10,1.846924545
3770,OFF001,user070,ME001,2023-06-10,1.030139751
3771,OFF001,user071,ME001,2023-06-10,1.704786858
3772,OFF001,user072,ME001,2023-06-10,1.003165382
3773,OFF001,user073,ME001,2023-06-10,1.505476736
3774,OFF001,user074,ME001,2023-06-10,1.012102352
3775,OFF001,user075,ME001,2023-06-10,1.635628373
3776,OFF001,user076,ME001,2023-06-10,1.74057576
3777,OFF001,user077,ME001,2023-06-10,1.822737755
3778,OFF001,user078,ME001,2023-06-10,1.06102228
3779,OFF001,user079,ME001,2023-06-10,1.115687592
3780,OFF001,user080,ME001,2023-06-10,1.189168745
3781,OFF001,user081,ME001,2023-06-10,1.641634191
3782,OFF001,user082,ME001,2023-06-10,1.329297551
3783,OFF001,user083,ME001,2023-06-10,1.89858805
3784,OFF001,user084,ME001,2023-06-10,1.218446633
3785,OFF001,user085,ME001,2023-06-10,1.961680306
3786,OFF001,user086,ME001,2023-06-10,1.20880125
3787,OFF001,user087,ME001,2023-06-10,1.924512265
3788,OFF001,user088,ME001,2023-06-10,1.502126453
3789,OFF001,user089,ME001,2023-06-10,1.420976185
3790,OFF001,user090,ME001,2023-06-10,1.813364919
3791,OFF001,user091,ME001,2023-06-10,1.986617122
3792,OFF001,user092,ME001,2023-06-10,1.079297977
3793,OFF001,user093,ME001,2023-06-10,1.780683996
3794,OFF001,user094,ME001,2023-06-10,1.252266636
3795,OFF001,user095,ME001,2023-06-10,1.543729093
3796,OFF001,user096,ME001,2023-06-10,1.609683425
3797,OFF001,user097,ME001,2023-06-10,1.014675634
3798,OFF001,user098,ME001,2023-06-10,1.14628435
3799,OFF001,user099,ME001,2023-06-10,1.078251602
3800,OFF001,user100,ME001,2023-06-10,1.647928619
3801,OFF001,user001,ME001,2023-06-10,1.123198357
3802,OFF001,user002,ME001,2023-06-10,1.994082406
3803,OFF001,user003,ME001,2023-06-10,1.14176282
3804,OFF001,user004,ME001,2023-06-10,1.939094545
3805,OFF001,user005,ME001,2023-06-10,1.217326085
3806,OFF001,user006,ME001,2023-06-10,1.111419883
3807,OFF001,user007,ME001,2023-06-10,1.611742289
3808,OFF001,user008,ME001,2023-06-10,1.68225838
3809,OFF001,user009,ME001,2023-06-10,1.671869897
3810,OFF001,user010,ME001,2023-06-10,1.562269019
3811,OFF001,user011,ME001,2023-06-10,1.933430079
3812,OFF001,user012,ME001,2023-06-10,1.199500818
3813,OFF001,user013,ME001,2023-06-10,1.627229693
3814,OFF001,user014,ME001,2023-06-10,1.41543802
3815,OFF001,user015,ME001,2023-06-10,1.677097069
3816,OFF001,user016,ME001,2023-06-10,1.256888412
3817,OFF001,user017,ME001,2023-06-10,1.882892895
3818,OFF001,user018,ME001,2023-06-10,1.47414296
3819,OFF001,user019,ME001,2023-06-10,1.457017084
3820,OFF001,user020,ME001,2023-06-10,1.261070623
3821,OFF001,user021,ME001,2023-06-10,1.589882787
3822,OFF001,user022,ME001,2023-06-10,1.248057087
3823,OFF001,user023,ME001,2023-06-10,1.436440512
3824,OFF001,user024,ME001,2023-06-10,1.748279963
3825,OFF001,user025,ME001,2023-06-10,1.872996306
3826,OFF001,user026,ME001,2023-06-10,1.334327653
3827,OFF001,user027,ME001,2023-06-10,1.39112809
3828,OFF001,user028,ME001,2023-06-10,1.531232397
3829,OFF001,user029,ME001,2023-06-10,1.551628451
3830,OFF001,user030,ME001,2023-06-10,1.871250407
3831,OFF001,user031,ME001,2023-06-10,1.219245644
3832,OFF001,user032,ME001,2023-06-10,1.630215029
3833,OFF001,user033,ME001,2023-06-10,1.045227242
3834,OFF001,user034,ME001,2023-06-10,1.204579403
3835,OFF001,user035,ME001,2023-06-10,1.246693616
3836,OFF001,user036,ME001,2023-06-10,1.645267429
3837,OFF001,user037,ME001,2023-06-10,1.652982556
3838,OFF001,user038,ME001,2023-06-10,1.701637623
3839,OFF001,user039,ME001,2023-06-10,1.28022735
3840,OFF001,user040,ME001,2023-06-10,1.844209082
3841,OFF001,user041,ME001,2023-06-10,1.926018651
3842,OFF001,user042,ME001,2023-06-10,1.614656487
3843,OFF001,user043,ME001,2023-06-10,1.845321274
3844,OFF001,user044,ME001,2023-06-10,1.720075625
